"county_fips","alpha","tau","vhi","n_alpha_0","n_alpha_5","n_alpha_15","n_alpha_25","incidence","prod_loss_cost","mmr_cost","directMedicalCost","totalCost"
51021,15,0.6,95,5414,5372,5264,5161,0,0,1200192,0,1200192
51021,25,0.4,75,5414,5372,5264,5161,0,0,1176708,0,1176708
51021,25,0.4,85,5414,5372,5264,5161,0,0,1176708,0,1176708
51021,25,0.4,95,5414,5372,5264,5161,0,0,1176708,0,1176708
51021,25,0.5,75,5414,5372,5264,5161,0,0,1176708,0,1176708
51021,25,0.5,85,5414,5372,5264,5161,0,0,1176708,0,1176708
51021,25,0.5,95,5414,5372,5264,5161,0,0,1176708,0,1176708
51021,25,0.6,75,5414,5372,5264,5161,2.25,624.904214559387,1176708,14606.4375,1196682.02386654
51021,25,0.6,85,5414,5372,5264,5161,1,0,1176708,6491.75,1183199.75
51021,25,0.6,95,5414,5372,5264,5161,0,0,1176708,0,1176708
51023,0,0.5,75,29136,28834,28223,27608,0,0,6643008,0,6643008
51023,0,0.5,85,29136,28834,28223,27608,0,0,6643008,0,6643008
51023,0,0.5,95,29136,28834,28223,27608,0,0,6643008,0,6643008
51023,5,0.4,75,29136,28834,28223,27608,0,0,6574152,0,6574152
51023,5,0.4,85,29136,28834,28223,27608,0,0,6574152,0,6574152
51023,5,0.4,95,29136,28834,28223,27608,0,0,6574152,0,6574152
51023,5,0.5,75,29136,28834,28223,27608,0,0,6574152,0,6574152
51023,5,0.5,85,29136,28834,28223,27608,0,0,6574152,0,6574152
51023,5,0.5,95,29136,28834,28223,27608,0,0,6574152,0,6574152
