"county_fips","pop","avg_age","prop_less_5","prop_5_17","prop_larger_18","prop_gender","prop_employment"
51595,5080,37.4667322834646,0.0669291338582677,0.214370078740157,0.718700787401575,0.440944881889764,0.33503937007874
51600,22454,38.6648704017102,0.0536207357263739,0.174935423532555,0.771443840741071,0.491404649505656,0.262759419257148
51610,12905,38.8688880278962,0.0572646261139093,0.185664471135219,0.757070902750872,0.48113134444014,0.244788841534289
51620,8046,40.1526224210788,0.0600298284862043,0.191648023862789,0.748322147651007,0.454635843897589,0.323266219239374
51630,22584,36.1644084307474,0.0562787814381863,0.180526036131775,0.763195182430039,0.47250265674814,0.26740170031881
51640,6086,43.5589878409464,0.0417351298061124,0.14212947748932,0.816135392704568,0.482254354255669,0.395990798554058
51650,121467,39.5809314464011,0.0587237685955856,0.148739986992352,0.792536244412062,0.46558324483193,0.318646216667902
51660,41711,34.1618278152046,0.0581860900002397,0.157800100692863,0.784013809306897,0.473352353096306,0.275131260338999
51670,21479,38.8646119465524,0.0680664835420643,0.176265189254621,0.755668327203315,0.461194655244658,0.328320685320546
51678,3473,48.2482004031097,0.0371436798157213,0.0970342643247912,0.865822055859487,0.438813705729917,0.422977253095307
51680,64266,38.1882332804282,0.0683253975663648,0.153829396570504,0.777845205863131,0.465938443344848,0.311891202190894
51683,36314,34.9163958803767,0.0745717904940243,0.192983422371537,0.732444787134439,0.484386187145454,0.207550806851352
51685,14717,33.2949650064551,0.0742678535027519,0.212815111775498,0.71291703472175,0.478766052864035,0.195692056805055
51690,12902,41.4707022167106,0.0561928383196404,0.167028367694931,0.776778793985429,0.451480390637111,0.346690435591381
51700,159963,37.3387033251439,0.0674781043116221,0.167182410932528,0.76533948475585,0.464594937579315,0.294111763345274
51710,203029,35.7953198804112,0.0779051268537992,0.166591964694699,0.755502908451502,0.47289303498515,0.305118973151619
51720,3933,39.209255021612,0.0744978387998983,0.158911772184083,0.766590389016018,0.470378845664887,0.422069666920926
51730,28193,39.9127797680275,0.0609371120490902,0.160181605363033,0.778881282587876,0.441208810697691,0.335544284042138
51735,11122,43.1711023197267,0.0381226398129833,0.168674698795181,0.793202661391836,0.480489120661751,0.336989750044956
51740,84394,38.6383866151622,0.0649690736308268,0.169218190866649,0.765812735502524,0.458966277223499,0.304689906865417
51750,12595,34.9365621278285,0.0520047637951568,0.144819372766971,0.803175863437872,0.493608574831282,0.348630408892418
51760,181974,38.1133623484674,0.0591622979106905,0.133062965038962,0.807774737050348,0.458571004649016,0.281056634464264
51770,90601,39.4041566870123,0.0602642354940895,0.158353660555623,0.781382103950288,0.465767486010088,0.289765013631196
51775,22773,42.3625345804242,0.0510692486716726,0.144118034514557,0.804812716813771,0.475431431958899,0.299697009616651
51790,22111,42.8954818868437,0.0540907240739903,0.138076070734024,0.807833205191986,0.476595359775677,0.323458911853828
51800,84598,38.4096905364193,0.0617154069836166,0.194236270361001,0.744048322655382,0.47473935554032,0.287453604104116
51810,426204,37.5550839504087,0.0644151626920442,0.174287430432375,0.761297406875581,0.481870184231026,0.281477883830278
51820,20794,39.5470808887179,0.0604982206405694,0.188323554871598,0.751178224487833,0.467923439453689,0.319467153986727
51830,9254,42.0139399178734,0.0369569915712124,0.153339096606873,0.809703911821915,0.457856062243354,0.363626539874649
51840,24432,38.6698182711198,0.0690487884741323,0.177554027504912,0.753397184020956,0.473968565815324,0.260846430910282
